monthly_income,monthly_expense_total,savings_rate,budget_goal,credit_score,debt_to_income_ratio,loan_payment,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,financial_stress_level,actual_savings
3373.4,3374.24,0.37,2677.72,756.0,0.38,475.08,1030.86,1905.18,876.46,90.2,High,0.0
3661.73,2472.35,0.31,3060.18,664.0,0.54,635.0,278.5,2474.15,636.09,19.9,Low,1189.38
3284.41,2811.95,0.17,2479.68,609.0,0.27,347.2,606.5,1970.58,1292.2,12.0,Low,472.46
2400.4,1700.57,0.27,3172.36,599.0,0.42,479.42,76.45,2245.34,787.57,2.6,Medium,699.83
5153.27,3231.29,0.38,2391.14,663.0,0.36,689.43,298.44,1342.62,640.91,82.7,Low,1921.98
3598.81,2170.71,0.32,3540.89,634.0,0.17,193.44,661.59,2832.13,673.24,36.7,Low,1428.1
6108.45,2366.21,0.16,2579.08,707.0,0.11,475.88,662.9,2904.61,1369.92,79.0,Medium,3742.24
5941.69,2357.02,0.13,3184.69,736.0,0.43,339.69,765.73,2208.88,1749.7,81.8,Low,3584.67
6568.53,3630.21,0.22,2822.82,724.0,0.45,634.16,727.24,3002.07,1249.93,48.7,Medium,2938.32
5075.63,1684.02,0.31,3846.76,700.0,0.41,382.81,744.47,1694.69,1255.78,41.8,Medium,3391.61
3542.86,2872.43,0.08,1539.01,689.0,0.49,206.75,321.89,3259.13,482.93,64.3,Medium,670.43
3839.81,3850.24,0.39,3066.87,738.0,0.37,36.38,434.05,1000.0,1415.55,24.5,High,0.0
3642.81,2100.88,0.2,2936.39,650.0,0.55,527.31,843.03,2424.02,1045.58,47.5,Low,1541.93
3051.32,1429.9,0.16,3323.75,652.0,0.21,844.54,601.41,2366.74,1042.6,89.9,High,1621.42
4959.68,3802.55,0.07,2342.41,696.0,0.33,1020.47,449.1,1872.0,1513.29,96.1,Medium,1157.13
5209.06,2367.65,0.16,3119.57,672.0,0.57,757.5,459.2,2119.27,1511.43,63.0,Low,2841.41
3503.81,2708.25,0.24,2741.25,782.0,0.5,508.9,386.19,2282.18,1514.94,74.9,Low,795.56
3236.55,1999.26,0.06,2890.69,738.0,0.51,408.68,906.36,1825.72,1257.6,90.0,Low,1237.29
4685.03,2951.98,0.09,1814.53,729.0,0.6,582.24,743.8,2361.16,1086.03,83.3,Medium,1733.05
5323.58,4325.15,0.31,2673.2,679.0,0.5,678.56,639.84,2987.39,678.98,98.2,Low,998.43
3967.93,3930.95,0.33,3717.77,703.0,0.22,433.48,933.12,2354.67,1624.31,19.8,Medium,36.98
4587.59,3315.82,0.27,2841.99,615.0,0.19,786.35,11.55,2305.5,794.47,79.7,Medium,1271.77
3416.77,1657.71,0.39,2732.74,646.0,0.44,683.93,514.99,1696.89,776.69,55.2,Medium,1759.06
1244.83,2212.0,0.35,2508.27,682.0,0.36,426.04,648.84,2020.35,1114.76,69.9,High,0.0
4251.65,2278.15,0.34,2934.39,652.0,0.41,225.67,300.99,2528.86,1278.13,89.6,Low,1973.5
3951.81,3257.29,0.36,1788.06,708.0,0.41,393.0,293.5,2767.74,867.53,13.0,High,694.52
2735.13,3130.58,0.13,3899.79,740.0,0.15,364.5,528.33,1035.48,1278.11,88.0,Medium,0.0
5106.27,1807.26,0.17,3833.62,679.0,0.14,831.4,284.45,2085.65,951.69,90.7,High,3299.01
2131.01,2020.26,0.38,2514.53,647.0,0.53,256.46,718.85,2449.94,1547.39,90.4,Medium,110.75
4643.6,2515.23,0.34,3965.35,649.0,0.29,549.16,505.47,1705.18,1359.35,9.5,High,2128.37
1967.29,4420.19,0.3,2976.92,614.0,0.52,213.07,376.7,2463.5,853.17,21.1,Low,0.0
3363.76,3213.84,0.26,2592.7,649.0,0.49,543.25,414.45,3281.33,882.74,85.2,Low,149.92
5544.6,3234.95,0.28,2594.4,694.0,0.22,177.33,170.47,1000.0,1228.11,7.7,High,2309.65
3367.43,2730.8,0.2,3056.91,684.0,0.23,271.27,574.79,2215.08,1051.34,42.8,High,636.63
4724.07,2816.32,0.36,2871.98,707.0,0.43,338.6,479.04,2639.03,1284.38,62.8,Medium,1907.75
1748.43,3125.37,0.27,2301.86,607.0,0.26,483.25,609.9,2562.16,1358.62,22.6,High,0.0
4403.25,3628.64,0.07,3384.63,571.0,0.31,371.07,97.24,2064.08,1415.28,45.6,Low,774.61
2997.58,3846.24,0.2,2829.67,700.0,0.33,555.05,591.4,2536.34,939.69,23.1,Low,0.0
3893.02,3806.73,0.1,1665.95,718.0,0.14,763.87,489.95,2046.04,630.11,12.2,High,86.29
4641.31,3614.52,0.3,1501.54,668.0,0.18,959.17,686.51,2691.27,1663.28,88.9,Low,1026.79
5336.88,2202.31,0.18,2721.06,616.0,0.18,544.68,604.45,2840.97,1199.81,50.6,Low,3134.57
4736.52,2417.53,0.07,2122.13,608.0,0.55,931.82,481.38,2958.11,1406.13,2.3,Medium,2318.99
5223.8,3800.74,0.26,3225.8,705.0,0.38,550.16,533.73,1000.0,1831.74,42.0,Low,1423.06
5355.45,3311.72,0.16,1852.48,673.0,0.51,551.56,262.87,1913.16,1551.97,60.5,Low,2043.73
3052.14,2586.62,0.2,2530.32,709.0,0.36,405.98,598.99,2131.42,1220.86,31.9,Low,465.52
4741.53,1856.36,0.2,3381.87,702.0,0.4,329.26,472.39,1894.11,733.9,53.0,Low,2885.17
5149.06,2468.15,0.29,3702.48,642.0,0.22,194.01,599.06,2590.47,770.55,62.8,Medium,2680.91
4056.19,3141.52,0.35,2682.86,711.0,0.34,492.86,645.66,2701.24,1033.96,36.9,Low,914.67
4811.4,3982.71,0.19,2707.33,605.0,0.39,537.06,253.62,2071.88,1122.9,77.3,Low,828.69
4734.04,3175.1,0.2,3004.97,582.0,0.47,522.23,513.04,1000.0,980.23,47.7,Medium,1558.94
3402.86,4083.54,0.11,2831.13,700.0,0.27,793.68,512.2,1548.21,1440.2,11.5,Low,0.0
3638.69,2319.25,0.29,2692.62,683.0,0.21,537.68,331.36,2878.0,1168.37,23.2,High,1319.44
5214.48,2769.89,0.15,2702.97,689.0,0.24,651.11,361.45,2010.9,890.51,89.2,Low,2444.59
4522.94,3201.18,0.34,2109.84,716.0,0.57,726.36,612.7,1953.95,1226.24,58.6,Low,1321.76
4340.96,1998.13,0.08,2824.47,681.0,0.53,826.33,644.42,3165.29,1892.79,66.8,High,2342.83
5291.55,2355.52,0.33,3047.1,706.0,0.28,629.08,756.81,2911.65,1581.18,86.6,Low,2936.03
4736.65,2455.46,0.2,3009.34,712.0,0.18,380.85,529.9,2950.98,1650.98,8.5,Medium,2281.19
6148.28,3945.64,0.26,3289.0,761.0,0.36,695.02,459.14,2733.34,971.39,35.5,Low,2202.64
4462.55,4639.18,0.1,2682.7,680.0,0.22,689.91,301.58,3260.77,1265.32,15.6,Low,0.0
2970.75,2041.94,0.33,1940.09,619.0,0.44,577.04,338.43,1324.33,1263.22,84.7,Low,928.81
4736.89,4031.38,0.17,2267.59,732.0,0.57,546.05,421.71,3366.02,1483.22,31.0,Low,705.51
4197.9,2379.33,0.19,2995.86,657.0,0.31,735.43,552.89,2730.31,1060.23,92.3,Medium,1818.57
4053.15,2630.87,0.37,3306.3,686.0,0.32,376.17,612.62,2412.82,1050.02,47.1,Low,1422.28
4716.88,1939.61,0.32,2532.38,614.0,0.23,739.9,603.27,2407.03,1415.09,73.8,Low,2777.27
1913.61,2501.29,0.31,2154.94,763.0,0.55,538.39,409.38,2721.97,1835.18,28.6,Low,0.0
4662.97,3417.66,0.08,3560.39,732.0,0.25,744.83,338.79,2004.38,982.79,31.4,Medium,1245.31
2366.06,3126.68,0.14,2052.41,655.0,0.18,550.22,980.53,2688.2,669.75,76.9,Medium,0.0
3493.46,1900.88,0.25,3496.57,673.0,0.57,874.23,145.02,2374.61,799.9,71.2,Low,1592.58
3385.86,3183.63,0.19,3148.88,681.0,0.39,365.82,383.86,2559.81,1401.25,25.4,Medium,202.23
3126.67,3495.54,0.24,2871.7,696.0,0.46,756.21,627.1,2897.38,690.46,56.1,Medium,0.0
3713.23,2825.5,0.23,3133.33,699.0,0.56,337.9,460.15,2712.54,517.21,14.0,Low,887.73
5363.63,3374.67,0.07,2877.08,689.0,0.37,730.61,557.0,2468.79,1399.46,43.4,Low,1988.96
5339.91,4261.75,0.25,2114.91,635.0,0.32,639.38,424.66,3797.5,1461.61,90.3,Low,1078.16
3751.46,3980.38,0.28,3905.73,686.0,0.33,958.87,571.15,2152.58,731.48,90.0,Low,0.0
3777.55,2864.03,0.06,3206.0,672.0,0.55,417.88,375.95,3620.2,1441.06,12.0,Low,913.52
3377.81,2269.94,0.39,2407.85,691.0,0.13,290.4,164.67,3227.58,1354.04,35.3,Low,1107.87
4198.06,3631.02,0.09,2389.09,662.0,0.16,165.72,778.69,2816.41,984.92,22.3,Medium,567.04
4263.07,2589.71,0.11,2880.11,699.0,0.34,528.94,223.14,1821.92,1130.86,74.1,Low,1673.36
4561.17,3149.25,0.38,3389.86,672.0,0.46,286.31,586.84,3344.51,660.57,84.7,Medium,1411.92
3475.29,3536.74,0.05,2613.46,786.0,0.57,734.61,821.66,2274.12,789.9,38.7,Medium,0.0
5243.49,3053.65,0.39,2875.91,687.0,0.45,682.81,483.98,1467.65,1602.31,84.1,Medium,2189.84
4659.76,3162.29,0.12,1787.0,614.0,0.51,419.61,350.43,2249.99,1093.07,89.1,High,1497.47
4149.28,3650.56,0.22,2296.33,707.0,0.16,799.45,499.07,1960.73,1245.96,9.9,Low,498.72
4894.23,2102.93,0.19,4137.33,668.0,0.11,772.32,652.42,1384.22,1204.4,47.4,Low,2791.3
4467.85,3495.78,0.24,2684.26,602.0,0.27,607.77,490.12,1907.68,1571.64,7.9,Low,972.07
5628.2,3138.22,0.12,2629.63,652.0,0.37,494.45,195.16,2614.26,1279.94,80.5,Low,2489.98
4809.73,2759.85,0.2,1845.43,729.0,0.28,80.54,630.28,3421.58,1235.91,74.3,Medium,2049.88
2330.7,3520.19,0.31,2233.94,679.0,0.3,462.89,418.68,3027.58,1330.0,26.3,High,0.0
3615.39,2572.65,0.09,2324.56,689.0,0.17,522.41,146.75,1704.72,2340.69,57.8,Low,1042.74
3270.71,1664.66,0.21,2844.21,636.0,0.29,538.49,570.46,2114.13,1961.73,54.5,Low,1606.05
3194.13,2422.39,0.36,2661.82,631.0,0.47,711.23,445.98,3092.43,982.03,1.1,Low,771.74
3381.03,1078.69,0.33,3309.37,622.0,0.39,589.76,510.56,1817.64,763.13,95.8,Medium,2302.34
2672.62,2790.32,0.37,2300.87,649.0,0.28,694.19,579.22,1276.35,813.88,28.0,Low,0.0
3378.97,2155.12,0.11,1781.78,618.0,0.37,74.03,375.98,2196.67,713.05,98.3,Low,1223.85
1824.81,3444.88,0.19,2481.8,659.0,0.49,575.36,93.3,2337.57,1193.08,59.0,Medium,0.0
4507.73,1978.96,0.17,2710.3,701.0,0.4,428.49,302.85,2078.15,623.09,7.3,Medium,2528.77
4829.08,3534.87,0.2,2578.3,704.0,0.37,516.67,500.92,2987.57,1747.6,92.0,Low,1294.21
4034.1,2383.82,0.36,2916.37,774.0,0.14,400.84,396.71,1948.51,763.91,45.9,Low,1650.28
4463.04,4826.88,0.1,3272.08,693.0,0.27,927.7,219.93,1539.67,732.21,26.6,High,0.0
3834.31,2677.87,0.39,2859.29,689.0,0.17,528.67,470.94,1928.98,1252.35,96.0,Medium,1156.44
4351.44,3157.5,0.37,1632.69,627.0,0.46,846.5,666.32,3328.91,311.86,86.4,Medium,1193.94
4356.51,3613.41,0.38,2880.88,704.0,0.36,668.37,593.81,1245.93,1270.69,12.7,Low,743.1
2608.4,3356.88,0.33,1956.45,680.0,0.48,573.49,251.74,2403.73,760.39,93.9,Low,0.0
5249.07,3704.76,0.22,2202.8,718.0,0.23,122.03,515.11,2478.86,727.35,91.7,Low,1544.31
2867.05,1458.15,0.15,2886.58,746.0,0.36,881.78,411.2,2178.48,659.55,27.2,High,1408.9
3070.6,1927.12,0.34,2938.17,713.0,0.38,734.5,675.76,1645.61,1399.4,42.4,Medium,1143.48
3684.26,4741.72,0.2,1949.74,673.0,0.3,146.32,498.44,2632.08,933.22,56.5,Low,0.0
4411.69,2921.08,0.39,2702.22,629.0,0.42,800.1,346.55,2361.76,1306.63,98.9,High,1490.61
4295.61,3373.02,0.16,3986.5,716.0,0.39,773.56,358.32,2212.73,1051.85,71.1,Medium,922.59
4059.88,4273.15,0.06,2692.4,638.0,0.35,656.68,606.31,1428.63,1022.24,71.0,High,0.0
3911.2,3136.87,0.36,3648.78,624.0,0.16,347.2,562.36,1748.16,2108.19,6.0,Low,774.33
4735.2,4510.77,0.2,2734.84,746.0,0.35,675.37,302.43,3122.57,1542.74,8.9,Low,224.43
5027.58,3752.07,0.33,3211.06,680.0,0.45,332.74,647.67,1632.29,1374.14,27.5,Low,1275.51
4164.6,3162.5,0.27,1969.59,771.0,0.56,407.26,377.36,3212.89,367.31,50.6,Low,1002.1
5103.05,2589.94,0.29,2987.13,718.0,0.19,384.96,683.37,2902.72,1190.71,80.2,Medium,2513.11
4699.14,3197.81,0.28,3340.53,652.0,0.18,593.01,6.65,2402.66,1345.41,89.3,Low,1501.33
4737.21,4143.0,0.06,3069.22,758.0,0.59,39.08,587.47,2665.13,1051.04,81.6,Low,594.21
2916.65,2782.99,0.09,3034.0,633.0,0.56,292.5,242.31,2895.38,1054.44,92.2,Low,133.66
6342.43,1223.08,0.37,3950.61,610.0,0.48,1.42,616.54,2704.38,1355.08,99.5,High,5119.35
4214.54,4802.08,0.08,2808.24,747.0,0.45,491.23,586.9,1809.31,1376.76,67.8,Low,0.0
5908.32,2688.55,0.32,3037.53,645.0,0.12,492.64,259.21,1954.44,1322.88,96.5,Low,3219.77
3257.15,3760.08,0.31,3867.5,727.0,0.4,0.0,246.4,1222.91,747.08,96.3,Low,0.0
2370.23,2163.91,0.09,3943.01,668.0,0.3,0.0,683.55,1742.87,968.74,2.7,Low,206.32
4077.03,2092.29,0.32,3866.26,598.0,0.52,851.89,610.22,2537.79,1219.77,46.6,Medium,1984.74
3097.89,3115.16,0.24,2274.36,754.0,0.34,799.66,831.96,1000.0,1360.87,16.0,Low,0.0
3643.19,2620.77,0.36,3156.53,662.0,0.45,355.39,369.29,2810.98,1314.64,88.1,Low,1022.42
3795.48,3221.45,0.39,3042.96,698.0,0.18,331.65,302.12,2396.24,1583.57,59.2,High,574.03
3468.99,4647.99,0.17,2857.45,695.0,0.23,752.29,590.77,3001.66,708.91,34.1,High,0.0
3215.39,3117.77,0.2,3782.17,685.0,0.26,333.57,530.47,2178.84,1087.8,97.0,Low,97.62
2803.73,3559.36,0.21,2237.13,693.0,0.18,471.72,608.8,3164.79,435.27,74.3,Medium,0.0
4782.44,1302.77,0.18,2990.7,686.0,0.52,469.98,770.32,2489.88,465.54,9.9,Medium,3479.67
4157.98,3327.52,0.14,3434.96,767.0,0.46,629.48,562.43,2066.85,1403.3,50.8,Low,830.46
2420.64,3221.73,0.35,2484.69,713.0,0.15,648.54,724.04,3108.26,1084.42,12.9,Medium,0.0
4490.71,1950.14,0.35,2392.69,723.0,0.53,331.27,712.28,2943.2,1151.45,39.1,Low,2540.57
5059.65,4360.86,0.13,2259.07,572.0,0.39,432.38,514.5,2146.4,1357.95,11.8,Medium,698.79
2921.37,4232.77,0.18,3422.24,760.0,0.56,1054.19,488.34,2750.29,1367.9,1.5,Low,0.0
3484.28,4214.47,0.37,2420.75,650.0,0.44,285.67,377.32,2106.27,1203.17,53.4,High,0.0
6002.52,985.01,0.13,3742.75,736.0,0.4,486.01,411.36,1860.28,1061.63,39.6,Low,5017.51
3718.28,2430.39,0.36,2898.54,632.0,0.11,463.01,673.05,2778.06,944.76,25.0,Low,1287.89
4932.71,2546.71,0.38,2468.31,652.0,0.21,568.75,384.75,2779.89,826.62,94.3,Low,2386.0
4194.8,3032.93,0.08,1981.65,670.0,0.36,332.28,641.93,2897.79,1111.7,4.5,Low,1161.87
3491.32,3861.52,0.31,2837.67,657.0,0.23,675.53,556.85,2129.27,300.0,43.2,Medium,0.0
3521.84,3783.64,0.3,2766.43,670.0,0.42,724.14,494.68,2287.14,1297.15,63.3,Medium,0.0
4761.61,3243.26,0.13,3195.2,708.0,0.16,558.53,298.76,3444.71,745.5,76.8,Low,1518.35
2953.33,1946.2,0.06,3272.99,650.0,0.36,209.71,206.05,2477.93,1430.46,37.9,Medium,1007.13
4538.15,3883.63,0.19,3095.08,633.0,0.46,144.17,549.9,2476.36,1442.51,87.0,Medium,654.52
3996.1,3169.23,0.06,2855.71,661.0,0.17,387.51,505.84,2576.18,1086.03,0.8,Low,826.87
4411.62,3391.53,0.27,2610.46,750.0,0.22,735.89,366.84,2363.35,1093.08,75.5,Low,1020.09
2377.35,3709.72,0.38,3182.65,720.0,0.38,677.47,982.18,2967.04,571.49,91.9,Low,0.0
4841.4,3051.78,0.11,2390.0,623.0,0.54,765.42,749.29,2426.49,1410.63,47.6,Low,1789.62
4033.04,3821.44,0.33,2051.4,712.0,0.28,791.34,593.81,1302.5,1613.08,7.2,High,211.6
2966.28,2983.76,0.4,2893.95,688.0,0.36,853.81,448.78,1501.02,300.0,58.6,High,0.0
1399.55,3514.61,0.26,3216.5,707.0,0.42,430.8,225.26,2899.09,617.94,27.0,Low,0.0
4606.57,2854.43,0.37,2574.56,682.0,0.41,736.5,107.81,2513.05,1715.64,48.7,Low,1752.14
3623.08,3018.66,0.19,2862.7,681.0,0.27,483.56,315.48,2145.12,1437.99,58.8,Low,604.42
4758.33,3731.48,0.24,2468.49,606.0,0.33,462.31,279.81,2984.23,760.04,75.1,Low,1026.85
3322.2,2672.82,0.18,3327.51,685.0,0.27,293.65,335.25,3385.68,1261.58,33.2,Medium,649.38
4624.72,2742.81,0.29,2507.11,671.0,0.2,106.11,734.99,2431.17,1500.3,19.9,Low,1881.91
4034.14,2674.18,0.18,3259.26,765.0,0.43,535.65,484.32,2712.45,1841.13,56.0,Low,1359.96
3939.2,4184.22,0.29,2081.92,577.0,0.38,680.05,416.59,2163.71,1352.37,11.4,Low,0.0
3343.7,3396.81,0.32,2910.13,587.0,0.29,439.42,695.22,1440.32,1424.58,38.5,Medium,0.0
5179.98,3081.0,0.22,2750.05,699.0,0.29,723.93,546.82,1876.39,1014.02,76.9,Low,2098.98
4806.25,2769.27,0.19,3270.08,649.0,0.44,475.72,661.63,1839.33,1267.28,21.6,Low,2036.98
3654.72,4292.35,0.19,3112.6,704.0,0.22,335.96,919.34,1956.68,1507.88,98.0,Medium,0.0
2487.34,4185.8,0.11,2764.81,720.0,0.56,442.28,759.8,3540.13,1568.04,70.4,Medium,0.0
3969.53,4137.86,0.2,2581.55,637.0,0.52,421.39,618.81,3444.24,1333.51,48.2,Medium,0.0
5067.08,3680.16,0.09,2633.27,737.0,0.51,450.41,451.16,2501.6,808.6,4.1,Medium,1386.92
4398.39,2229.6,0.32,2899.53,727.0,0.25,334.13,459.42,1350.72,1154.53,49.5,Medium,2168.79
4384.75,2273.57,0.27,3330.21,754.0,0.15,531.35,765.61,2376.96,888.85,77.4,Medium,2111.18
4214.59,2935.05,0.34,3561.01,716.0,0.21,145.65,512.89,1520.38,1507.2,56.7,Low,1279.54
3356.03,3909.6,0.1,2722.37,710.0,0.57,188.45,492.75,3499.0,1305.98,13.3,Low,0.0
4383.74,3357.35,0.25,2613.38,634.0,0.49,547.52,611.47,1000.0,1165.56,70.5,Low,1026.39
4778.43,1018.42,0.35,2133.72,696.0,0.32,206.7,561.15,2206.78,725.97,58.9,Medium,3760.01
3083.29,1030.32,0.3,2081.86,703.0,0.48,29.32,380.16,1930.69,876.66,94.4,Medium,2052.97
5198.85,3231.39,0.34,3158.46,676.0,0.13,468.64,339.77,1614.93,676.88,12.8,Medium,1967.46
3734.67,2114.44,0.2,2996.83,747.0,0.56,738.32,325.4,1803.56,1689.43,47.7,Low,1620.23
3970.14,2028.28,0.1,1858.01,759.0,0.47,177.92,654.66,1278.11,1004.55,22.1,Low,1941.86
4539.13,2054.24,0.28,2903.91,722.0,0.37,234.02,271.68,2101.08,1373.14,41.5,Low,2484.89
3224.41,2870.57,0.29,3700.82,629.0,0.26,534.85,434.01,2192.07,1573.99,43.1,Medium,353.84
4001.96,1599.82,0.36,3159.82,758.0,0.51,512.79,236.77,2706.4,1337.23,93.0,High,2402.14
4628.71,3113.18,0.24,2391.52,619.0,0.2,621.29,266.14,2322.96,1301.13,94.9,Low,1515.53
4854.04,3668.64,0.15,2842.35,643.0,0.43,377.64,387.9,1973.57,1389.02,11.2,Low,1185.4
5061.65,2452.19,0.13,1593.19,661.0,0.15,444.09,356.85,2260.37,687.92,45.2,Low,2609.46
3743.0,2666.98,0.38,2531.55,605.0,0.22,521.94,645.28,1994.8,722.44,63.4,Low,1076.02
2206.66,2136.8,0.33,3112.42,688.0,0.53,130.3,667.28,2447.72,1229.2,99.6,Low,69.86
3936.26,3042.8,0.11,3555.77,689.0,0.12,229.36,622.49,2325.45,530.13,46.3,Low,893.46
2734.52,3524.01,0.35,3048.16,689.0,0.52,741.06,98.41,2283.62,1305.13,90.1,Low,0.0
2783.07,2220.01,0.18,4014.67,708.0,0.41,789.61,694.82,2106.4,996.25,42.4,Low,563.06
6058.97,2063.44,0.07,2635.5,737.0,0.54,546.9,300.7,2140.7,1165.11,19.4,High,3995.53
4484.84,3329.86,0.08,2740.46,700.0,0.56,493.39,948.92,1762.46,1053.74,67.4,High,1154.98
3546.98,3456.1,0.07,3220.98,661.0,0.11,546.36,513.28,3206.74,1758.08,59.6,High,90.88
3207.33,3144.3,0.07,2011.84,655.0,0.51,60.63,184.1,1307.69,859.69,19.2,Low,63.03
5100.75,2667.75,0.29,2814.12,810.0,0.18,661.33,590.17,2289.87,1090.94,23.7,High,2433.0
3875.08,4045.05,0.17,2859.62,743.0,0.51,806.09,401.19,2628.33,1810.13,11.2,High,0.0
3489.19,2068.6,0.33,2375.64,728.0,0.55,546.22,706.54,2679.0,1072.74,91.6,Low,1420.59
5090.21,4712.13,0.31,3024.71,653.0,0.44,364.46,484.99,2145.13,1550.02,4.5,Low,378.08
3127.19,3533.41,0.25,2085.02,678.0,0.27,607.26,365.33,2050.11,1397.11,70.8,Low,0.0
2399.9,1800.87,0.06,2876.9,585.0,0.12,545.84,745.29,2133.95,1653.27,81.4,Low,599.03
3573.59,1348.89,0.26,2959.77,695.0,0.17,480.7,604.5,1348.61,1017.07,50.8,Medium,2224.7
4830.58,3774.05,0.18,2819.09,688.0,0.15,385.07,665.36,2102.46,1074.78,77.0,Low,1056.53
1932.33,3059.31,0.3,2764.94,716.0,0.55,638.65,598.05,2039.09,1190.09,69.5,Low,0.0
2406.12,4245.84,0.18,2080.12,661.0,0.14,704.22,620.58,2234.27,1018.76,65.2,Low,0.0
2532.15,3592.7,0.22,2413.89,696.0,0.49,849.92,319.52,1519.82,995.72,84.2,Low,0.0
5423.3,1573.17,0.25,2987.38,616.0,0.32,812.67,466.81,2284.49,1245.95,9.6,Medium,3850.13
3009.56,2847.89,0.29,3127.71,633.0,0.45,275.56,585.08,1944.23,1400.37,4.9,Medium,161.67
4021.8,3627.67,0.18,2354.42,680.0,0.27,626.55,664.45,2471.39,1139.3,92.1,Low,394.13
4117.26,2728.61,0.33,2853.85,639.0,0.15,533.05,746.39,1949.89,931.95,2.2,Low,1388.65
2220.05,2819.01,0.37,3538.14,620.0,0.18,226.85,149.71,1624.4,1559.45,78.1,Low,0.0
3844.67,2516.9,0.39,3275.03,673.0,0.29,509.86,622.93,2642.72,916.63,10.4,Medium,1327.77
2769.28,4288.41,0.22,3359.43,763.0,0.47,487.91,835.9,2541.33,1811.58,4.6,Low,0.0
4773.45,2418.8,0.28,2730.76,689.0,0.24,270.37,564.98,2156.35,1884.13,52.9,Low,2354.65
5728.95,3384.51,0.23,3399.42,669.0,0.15,504.6,408.29,1952.16,975.52,75.8,High,2344.44
4668.2,2212.88,0.1,2906.03,769.0,0.13,797.65,686.09,3188.51,1279.32,3.1,High,2455.32
2952.33,2515.94,0.06,2913.37,660.0,0.38,682.79,932.38,1415.17,924.39,33.3,High,436.39
3609.85,2078.61,0.05,2425.41,818.0,0.23,479.3,604.87,2467.21,1502.81,16.5,Low,1531.24
4936.35,3975.13,0.08,2817.55,686.0,0.41,861.0,629.2,2205.07,1018.82,38.2,Low,961.22
2516.74,1724.5,0.23,2638.64,753.0,0.39,518.13,478.8,2346.23,1115.65,88.2,Medium,792.24
3456.96,3226.27,0.33,2735.93,662.0,0.25,509.75,498.34,2333.71,989.38,13.1,Low,230.69
3626.94,1452.29,0.1,2077.59,799.0,0.36,462.26,302.03,2100.75,1131.13,94.4,High,2174.65
3257.18,4136.18,0.16,2506.21,747.0,0.31,586.96,261.82,1829.9,300.0,27.4,High,0.0
3416.92,2254.36,0.16,3047.88,629.0,0.38,737.98,419.83,1872.43,1968.57,46.7,Low,1162.56
5189.22,1731.26,0.34,2264.17,688.0,0.14,380.23,535.57,1579.9,1034.42,10.6,Low,3457.96
3019.22,3564.12,0.2,3178.94,676.0,0.51,945.73,289.51,1000.0,617.71,87.6,Medium,0.0
3686.26,2667.71,0.25,2523.25,744.0,0.12,813.39,114.65,2570.64,1068.07,89.1,Low,1018.55
3467.2,3449.19,0.26,2899.26,638.0,0.22,671.16,532.67,1877.8,2348.4,42.9,Low,18.01
3782.02,3344.12,0.15,2385.55,594.0,0.5,218.3,546.67,2079.81,724.76,88.8,Low,437.9
3410.52,2290.39,0.09,2518.6,753.0,0.52,730.3,548.67,1116.46,944.59,80.9,Medium,1120.13
3414.17,2806.78,0.29,1734.43,749.0,0.53,917.82,153.8,2223.35,1484.99,74.1,Low,607.39
4339.83,2955.24,0.08,2582.82,617.0,0.24,239.71,397.03,2384.13,1260.07,95.0,Low,1384.59
5362.52,2620.39,0.3,2221.57,668.0,0.16,371.56,203.03,2676.7,1828.14,69.9,Medium,2742.13
3030.58,2997.62,0.35,2788.29,648.0,0.21,452.72,433.04,1634.03,916.83,99.0,Low,32.96
3959.45,3862.75,0.24,3308.23,640.0,0.54,513.93,584.46,3169.27,633.3,39.4,High,96.7
4077.02,3147.04,0.12,2490.08,696.0,0.3,415.54,463.44,3050.77,1045.68,86.1,High,929.98
4692.43,3028.96,0.32,3522.17,744.0,0.47,897.37,389.68,2521.52,1811.31,72.9,Medium,1663.47
5458.64,1993.64,0.16,2894.65,720.0,0.31,425.21,318.23,1644.99,910.63,76.1,High,3465.0
2611.3,3249.69,0.13,1960.78,714.0,0.11,327.48,636.52,2522.21,1048.27,8.9,High,0.0
2529.91,3380.55,0.27,2887.55,740.0,0.25,456.37,614.82,1520.28,1522.67,72.9,Medium,0.0
4376.63,2224.34,0.13,3019.67,660.0,0.14,779.2,424.02,2735.93,1043.83,8.4,Low,2152.29
2644.66,2935.91,0.07,2925.37,652.0,0.46,478.86,429.12,1658.34,1568.88,12.5,High,0.0
4602.82,2194.77,0.16,1583.86,635.0,0.54,680.48,857.37,1000.0,1131.17,34.6,Medium,2408.05
6243.76,2682.7,0.09,3283.75,655.0,0.51,486.07,496.04,2494.95,1253.07,74.7,High,3561.06
4291.0,3549.45,0.09,1847.11,736.0,0.4,485.58,592.51,2230.04,1323.82,57.2,Low,741.55
4418.16,2315.04,0.12,3166.28,696.0,0.21,652.11,722.9,3358.05,1663.98,56.3,Low,2103.12
5651.4,3416.37,0.11,2165.29,704.0,0.41,521.18,660.94,1000.0,984.35,84.5,Medium,2235.03
6483.49,2616.04,0.32,2914.5,587.0,0.23,418.56,515.09,1555.36,427.74,62.0,Medium,3867.45
4151.46,3541.05,0.23,3630.87,732.0,0.5,315.71,1001.6,2338.68,948.78,96.3,Medium,610.41
