age,gender,education_level,job_title,monthly_income_usd,credit_score
26,Female,Master,Manager,7347.16,515
42,Female,High School,Accountant,5529.16,510
58,Female,Bachelor,Engineer,5555.01,571
56,Female,High School,Salesperson,8238.3,394
30,Female,Master,Student,626.66,472
49,Female,Master,Doctor,5852.03,423
55,Male,High School,Teacher,1955.05,472
54,Male,Master,Driver,2098.1,838
65,Male,Bachelor,Driver,3187.15,639
61,Female,High School,Unemployed,2155.21,687
45,Female,Bachelor,Doctor,5379.42,626
19,Male,Other,Student,1204.0,414
45,Male,Bachelor,Accountant,4619.46,847
43,Female,High School,Engineer,3107.64,448
60,Female,Bachelor,Driver,3737.75,705
37,Male,Bachelor,Manager,2834.17,433
29,Male,Bachelor,Doctor,6818.85,826
63,Female,Bachelor,Engineer,500.0,369
54,Male,Bachelor,Student,2776.54,614
37,Male,Bachelor,Salesperson,4100.28,515
45,Male,Bachelor,Unemployed,4650.37,689
63,Female,Master,Doctor,2143.45,671
37,Male,PhD,Student,2355.5,305
67,Male,Bachelor,Unemployed,4332.64,761
38,Female,Master,Teacher,7203.0,346
25,Female,Master,Manager,4555.87,736
59,Female,High School,Doctor,7663.98,445
33,Male,Bachelor,Engineer,5043.8,521
38,Male,Master,Unemployed,3492.83,574
56,Male,High School,Accountant,500.0,688
25,Female,Bachelor,Student,7015.13,756
63,Female,Master,Doctor,3768.01,319
60,Female,Bachelor,Teacher,2470.16,710
53,Male,Bachelor,Teacher,7400.07,705
66,Male,Bachelor,Accountant,3429.92,356
20,Female,Master,Engineer,2074.47,787
62,Female,Master,Student,7282.24,850
22,Male,Bachelor,Teacher,572.08,600
25,Female,Other,Salesperson,1195.23,672
32,Female,High School,Accountant,6537.15,588
52,Female,Bachelor,Driver,4263.13,633
24,Female,High School,Doctor,2269.85,301
27,Other,Master,Student,5440.1,473
47,Female,High School,Salesperson,5259.91,716
31,Male,High School,Doctor,2267.17,364
20,Male,Master,Manager,1801.55,791
46,Female,Bachelor,Salesperson,3833.74,723
41,Male,Master,Unemployed,3012.39,365
63,Male,Master,Teacher,8542.61,625
64,Male,High School,Unemployed,6783.59,666
65,Other,Master,Accountant,4716.6,632
28,Male,Master,Teacher,2234.7,540
56,Female,High School,Salesperson,1654.24,380
31,Female,Bachelor,Salesperson,2343.88,730
18,Male,High School,Engineer,3203.14,314
56,Female,PhD,Driver,5391.12,724
32,Male,Master,Doctor,3545.96,362
52,Male,Bachelor,Unemployed,6077.59,794
63,Female,High School,Teacher,6413.94,382
56,Male,Master,Unemployed,5896.84,828
19,Male,Master,Accountant,4813.69,573
51,Female,Bachelor,Driver,1476.61,804
27,Male,Bachelor,Teacher,4571.82,781
26,Male,High School,Salesperson,3458.28,488
51,Other,PhD,Teacher,4833.04,469
19,Female,Bachelor,Salesperson,2018.47,395
49,Male,Bachelor,Doctor,6989.78,363
36,Female,Bachelor,Accountant,4550.91,597
41,Female,High School,Salesperson,3527.53,451
65,Male,Master,Student,4097.97,430
69,Male,Master,Student,500.0,539
52,Male,Master,Engineer,6894.05,824
68,Male,Other,Accountant,7846.38,837
47,Male,High School,Salesperson,3777.11,429
67,Female,Bachelor,Engineer,4168.14,760
68,Male,Bachelor,Driver,4024.22,751
38,Female,Bachelor,Driver,1304.69,830
45,Other,Bachelor,Salesperson,4262.07,354
54,Female,Bachelor,Salesperson,6372.02,442
24,Male,Bachelor,Manager,1449.17,705
50,Male,Bachelor,Salesperson,5898.85,683
24,Male,Bachelor,Manager,4164.65,485
60,Female,Bachelor,Manager,6455.26,357
42,Male,Other,Doctor,3494.79,818
62,Female,High School,Student,5715.46,403
63,Male,Master,Driver,6401.96,520
31,Male,Master,Driver,3639.25,427
28,Female,Master,Accountant,2861.79,491
43,Male,Master,Driver,500.0,446
58,Female,Bachelor,Manager,6027.34,650
45,Male,High School,Student,2601.8,533
47,Female,Bachelor,Doctor,3169.85,493
62,Male,Master,Teacher,4032.0,511
18,Male,Master,Teacher,749.05,787
60,Female,Master,Student,7182.73,628
18,Female,Bachelor,Unemployed,4484.91,420
20,Female,High School,Engineer,3181.84,359
67,Female,Bachelor,Student,2645.66,376
56,Female,PhD,Accountant,4958.78,594
66,Male,Bachelor,Unemployed,2566.63,609
35,Male,Bachelor,Engineer,5710.08,711
48,Female,Bachelor,Doctor,6269.89,814
39,Male,Other,Accountant,3107.42,771
20,Male,Bachelor,Student,2456.62,572
52,Other,Bachelor,Doctor,5069.95,759
56,Male,Bachelor,Teacher,2046.36,804
58,Male,High School,Manager,3898.68,626
37,Female,Master,Driver,3611.27,694
50,Female,Bachelor,Doctor,4896.85,367
43,Female,PhD,Salesperson,1936.34,438
69,Male,Bachelor,Manager,6609.99,539
32,Male,Other,Salesperson,7328.1,518
62,Male,Master,Salesperson,2282.32,340
68,Male,Master,Engineer,3280.47,574
49,Female,High School,Doctor,4004.37,433
57,Female,Bachelor,Driver,4886.3,702
26,Female,Master,Engineer,6869.43,739
38,Female,Master,Accountant,2616.21,469
51,Male,Master,Teacher,500.0,634
49,Male,Master,Teacher,8021.01,760
46,Female,Bachelor,Teacher,4631.44,803
52,Female,Master,Doctor,3311.6,591
38,Male,Master,Engineer,5104.03,653
48,Other,PhD,Teacher,6242.04,807
62,Female,High School,Student,3363.09,778
21,Female,Bachelor,Salesperson,6160.96,337
69,Female,Other,Unemployed,3577.05,738
41,Female,Bachelor,Engineer,3764.72,460
33,Other,Bachelor,Student,2438.19,517
29,Female,Master,Driver,5281.8,476
27,Male,Master,Doctor,5356.39,551
55,Female,High School,Student,3994.93,605
53,Female,High School,Unemployed,1328.26,660
47,Female,Bachelor,Teacher,3180.91,739
67,Female,High School,Student,3533.08,624
51,Male,Bachelor,Engineer,4116.28,520
47,Female,Bachelor,Accountant,6354.91,660
69,Male,Master,Student,4312.36,316
48,Female,High School,Accountant,6807.52,672
51,Female,Bachelor,Unemployed,4261.83,690
25,Male,Bachelor,Engineer,500.0,599
19,Male,Master,Manager,5495.26,843
37,Female,High School,Driver,1775.06,747
45,Male,High School,Accountant,1572.16,685
53,Female,High School,Doctor,3517.31,546
41,Female,PhD,Accountant,1265.28,699
57,Male,Bachelor,Manager,4841.64,586
52,Male,Bachelor,Engineer,5479.98,539
41,Female,Master,Salesperson,3884.1,352
54,Female,Master,Manager,601.48,486
34,Female,Master,Salesperson,3387.28,368
67,Other,High School,Doctor,3138.56,372
37,Male,Bachelor,Engineer,6374.17,812
42,Male,Bachelor,Teacher,4386.68,306
21,Male,Master,Student,5065.31,609
19,Male,Bachelor,Doctor,5456.35,300
38,Female,Master,Driver,2825.21,666
46,Male,Master,Engineer,5175.07,784
22,Female,Bachelor,Teacher,6685.45,456
42,Other,Master,Doctor,5552.74,768
38,Male,High School,Teacher,5764.49,325
62,Male,High School,Student,3842.55,443
27,Male,Bachelor,Engineer,2847.41,378
46,Female,High School,Driver,2035.87,317
57,Male,Master,Unemployed,6017.0,786
35,Male,High School,Doctor,2296.1,842
56,Female,High School,Teacher,500.0,344
36,Female,Bachelor,Driver,5980.0,481
55,Male,PhD,Driver,1049.03,448
41,Female,Bachelor,Student,3397.94,794
51,Female,Bachelor,Accountant,3524.85,415
65,Male,Other,Manager,4387.28,401
51,Male,Bachelor,Driver,4391.18,501
20,Female,Master,Teacher,5468.16,451
39,Male,Bachelor,Student,3124.73,344
55,Female,Other,Manager,4476.42,318
19,Female,High School,Driver,7483.97,557
63,Male,Bachelor,Engineer,523.05,761
57,Male,Bachelor,Engineer,3802.26,763
21,Male,PhD,Teacher,4473.16,850
43,Male,Bachelor,Teacher,4851.27,466
53,Other,Bachelor,Accountant,979.16,490
39,Male,Bachelor,Doctor,2176.06,322
25,Male,Master,Student,5373.15,783
33,Male,PhD,Doctor,4928.53,526
21,Female,Bachelor,Accountant,2381.77,545
21,Male,Bachelor,Doctor,6217.58,608
62,Female,High School,Student,2089.94,513
34,Female,High School,Driver,5291.59,694
30,Male,Master,Manager,3078.95,444
56,Female,Bachelor,Student,4093.72,671
21,Female,Bachelor,Driver,5801.92,605
65,Male,High School,Engineer,2475.44,354
65,Male,Bachelor,Manager,3309.09,607
46,Male,Master,Unemployed,4872.31,622
69,Female,Master,Engineer,5005.38,333
25,Female,Bachelor,Engineer,1603.8,723
59,Male,Bachelor,Teacher,3848.38,479
47,Male,Master,Doctor,2556.79,513
38,Male,Other,Driver,6676.66,719
42,Male,Master,Teacher,3510.96,339
22,Male,High School,Teacher,6440.4,335
31,Female,Bachelor,Unemployed,6685.54,434
21,Male,Bachelor,Doctor,1375.81,439
68,Female,Master,Manager,1168.58,492
64,Male,High School,Doctor,5391.57,769
43,Other,Master,Doctor,4642.72,411
35,Male,Bachelor,Manager,4993.32,728
49,Male,Bachelor,Accountant,2158.78,496
39,Female,Bachelor,Engineer,1773.29,609
49,Female,High School,Engineer,4286.12,336
27,Male,High School,Driver,7960.53,572
58,Female,Bachelor,Salesperson,6242.97,433
36,Male,Master,Driver,3513.98,708
27,Male,Bachelor,Doctor,5318.73,572
38,Male,Master,Engineer,5484.6,379
42,Male,Master,Salesperson,5233.66,327
50,Male,Other,Student,2915.41,763
49,Female,High School,Doctor,3871.48,592
46,Male,Bachelor,Manager,2791.44,498
67,Female,Bachelor,Unemployed,8010.61,638
69,Female,Master,Engineer,4079.59,588
66,Female,Master,Salesperson,706.74,525
63,Female,High School,Teacher,3784.58,810
60,Female,High School,Accountant,3696.9,354
33,Female,Bachelor,Salesperson,3068.98,470
57,Female,Master,Driver,3980.22,389
59,Male,High School,Accountant,4386.43,784
34,Male,Master,Salesperson,5746.57,329
56,Female,Master,Student,2817.74,422
62,Male,Master,Accountant,7285.13,659
67,Female,PhD,Unemployed,8838.8,350
46,Male,Master,Engineer,3369.43,638
31,Male,Master,Teacher,2617.07,547
63,Male,Master,Accountant,5732.02,493
43,Female,PhD,Manager,5132.27,647
69,Female,Master,Teacher,1585.49,747
67,Female,High School,Driver,1587.22,400
60,Male,Other,Driver,3460.52,815
40,Female,Master,Student,4857.4,461
52,Female,Bachelor,Manager,500.0,752
54,Male,Bachelor,Engineer,3855.42,314
39,Other,High School,Salesperson,5592.24,454
32,Male,Master,Student,5152.79,491
24,Male,Bachelor,Student,7221.42,811
60,Female,Bachelor,Driver,4452.13,593
42,Female,Bachelor,Student,4477.21,681
31,Male,High School,Doctor,4225.37,357
34,Male,Bachelor,Manager,3334.52,504
68,Male,Bachelor,Teacher,4955.44,506
43,Male,Bachelor,Driver,1007.74,676
46,Male,Bachelor,Doctor,5076.32,629
25,Female,Bachelor,Manager,500.0,518
45,Male,Bachelor,Salesperson,2224.77,605
54,Female,Master,Driver,2422.48,788
22,Male,Bachelor,Accountant,1026.22,367
54,Female,Other,Unemployed,3525.73,566
19,Female,Master,Salesperson,2250.2,599
20,Male,Master,Doctor,2834.16,669
48,Female,Bachelor,Manager,500.0,830
36,Male,High School,Teacher,3639.98,465
28,Female,Bachelor,Doctor,7300.33,705
54,Female,Master,Teacher,3151.9,394
69,Female,Master,Student,5924.82,481
19,Female,Other,Driver,2894.26,723
38,Male,High School,Student,2286.45,449
67,Female,Master,Teacher,8900.22,498
65,Female,Other,Teacher,3838.51,502
48,Female,Master,Student,2679.9,497
64,Female,Bachelor,Doctor,2135.34,477
47,Male,Master,Doctor,2980.05,373
68,Female,Master,Salesperson,3996.5,789
68,Female,Master,Manager,2772.76,595
18,Male,Bachelor,Student,8826.59,302
29,Female,PhD,Student,7131.05,466
43,Male,Bachelor,Driver,6984.61,472
57,Female,Master,Accountant,5953.16,656
56,Female,Bachelor,Teacher,500.0,819
25,Female,Bachelor,Unemployed,2649.12,720
34,Female,Bachelor,Teacher,4008.11,832
21,Female,High School,Teacher,3361.95,757
67,Male,Master,Student,3922.85,825
51,Female,Bachelor,Student,4017.4,615
62,Male,High School,Driver,3919.46,422
44,Male,High School,Manager,500.0,436
40,Male,Bachelor,Engineer,3468.92,535
41,Male,High School,Salesperson,6485.06,414
47,Male,Bachelor,Student,3755.2,756
51,Male,Bachelor,Teacher,2468.08,814
68,Female,High School,Teacher,1508.27,724
58,Female,Bachelor,Accountant,4318.0,782
51,Male,Bachelor,Teacher,3431.36,607
24,Female,Master,Doctor,6129.43,818
61,Male,Master,Salesperson,2905.91,557
68,Female,Bachelor,Driver,2125.26,780
58,Female,High School,Manager,3834.95,458
45,Female,High School,Accountant,500.0,671
68,Male,High School,Accountant,5060.6,703
52,Male,Bachelor,Unemployed,3684.11,616
59,Female,High School,Teacher,6614.2,416
45,Male,PhD,Student,4710.89,436
41,Male,Master,Salesperson,2970.13,628
66,Male,Bachelor,Engineer,4585.59,588
41,Female,Master,Accountant,4944.16,373
67,Male,Other,Driver,513.05,514
28,Male,Bachelor,Engineer,2156.0,538
41,Female,Bachelor,Accountant,6265.94,426
53,Female,Master,Teacher,7063.89,408
35,Male,High School,Teacher,2679.8,749
54,Male,Bachelor,Accountant,4517.97,639
52,Female,Master,Unemployed,2969.06,826
52,Other,PhD,Driver,500.0,303
56,Female,Master,Manager,8635.9,685
62,Female,Bachelor,Accountant,1609.41,458
19,Female,Master,Salesperson,500.0,341
28,Male,Master,Teacher,3794.0,433
44,Female,Bachelor,Accountant,3163.93,376
23,Female,PhD,Engineer,2714.79,452
52,Female,Master,Teacher,3537.12,622
58,Male,Bachelor,Accountant,4263.05,746
32,Other,Bachelor,Student,2533.96,384
34,Male,Master,Driver,2494.91,843
36,Female,Bachelor,Manager,1090.87,335
50,Male,Master,Unemployed,3521.06,752
45,Male,Bachelor,Salesperson,2942.97,587
31,Male,High School,Teacher,6262.11,664
48,Female,Bachelor,Student,4123.06,452
30,Female,Bachelor,Driver,3145.01,348
49,Male,Bachelor,Manager,3057.75,338
18,Female,Bachelor,Student,4408.98,514
57,Female,Bachelor,Driver,6518.63,827
46,Female,Master,Manager,2892.46,657
48,Female,High School,Teacher,5809.27,650
50,Female,Master,Doctor,913.61,404
22,Female,High School,Manager,5770.12,837
35,Male,Bachelor,Driver,2687.09,356
62,Male,Bachelor,Driver,4311.69,698
38,Female,Bachelor,Doctor,1781.32,604
28,Female,Master,Doctor,3020.48,332
52,Female,Master,Accountant,4795.65,326
29,Female,Bachelor,Accountant,5236.89,808
46,Female,Master,Doctor,7733.16,326
34,Female,Bachelor,Unemployed,2808.02,636
28,Female,Bachelor,Accountant,2672.5,829
18,Male,Bachelor,Student,5148.67,301
26,Female,Master,Teacher,5525.24,644
68,Male,Master,Unemployed,1123.65,473
49,Male,Master,Teacher,2289.64,725
39,Male,Bachelor,Manager,4562.36,396
67,Female,Bachelor,Engineer,9103.57,574
30,Female,Master,Engineer,4202.9,365
23,Male,High School,Engineer,5572.85,718
18,Male,Other,Manager,2797.48,519
44,Male,High School,Manager,5667.15,546
58,Male,Master,Student,3213.86,716
66,Male,High School,Driver,2653.56,371
63,Male,Master,Driver,4361.85,523
59,Male,Bachelor,Driver,2701.27,369
37,Female,Bachelor,Accountant,2388.68,310
18,Male,High School,Unemployed,8158.68,809
55,Female,Bachelor,Manager,5397.61,538
42,Male,Other,Manager,3276.93,640
49,Female,High School,Engineer,1096.41,427
51,Female,Bachelor,Manager,4716.95,750
27,Male,High School,Doctor,7479.12,508
42,Female,High School,Doctor,4152.46,494
67,Male,High School,Driver,2654.43,623
55,Female,Other,Student,3204.11,355
52,Female,PhD,Driver,959.6,586
67,Female,Bachelor,Doctor,3229.18,497
60,Male,Master,Doctor,3613.53,799
53,Male,PhD,Teacher,3708.9,672
52,Female,Master,Unemployed,2668.58,659
19,Male,Master,Manager,3197.59,830
53,Male,Master,Salesperson,3112.25,845
63,Female,High School,Teacher,7005.15,639
69,Male,Master,Manager,4344.17,312
39,Female,High School,Manager,5833.51,391
26,Female,Master,Driver,6321.74,606
50,Female,Master,Driver,7127.54,529
54,Male,PhD,Manager,5586.76,347
22,Female,Master,Doctor,4621.28,544
68,Male,Bachelor,Driver,4471.61,649
63,Male,Bachelor,Engineer,3305.77,720
30,Male,Master,Accountant,4263.97,484
22,Female,Master,Doctor,3970.63,446
40,Female,Bachelor,Student,5233.15,578
33,Male,Master,Manager,5752.06,365
42,Male,Master,Manager,3991.31,588
52,Male,High School,Driver,4803.22,446
22,Female,Master,Engineer,2801.89,502
25,Female,Master,Teacher,5515.13,776
55,Other,High School,Driver,5458.17,602
59,Male,High School,Teacher,3074.54,716
23,Female,Master,Doctor,3662.45,836
34,Female,Other,Driver,4246.35,622
27,Male,Master,Teacher,4086.29,418
29,Female,Bachelor,Manager,5149.28,546
30,Male,Bachelor,Engineer,1965.23,388
61,Female,High School,Engineer,6231.6,583
41,Male,Master,Doctor,500.0,764
24,Female,Master,Student,4450.73,442
32,Female,Bachelor,Unemployed,5398.19,577
37,Female,High School,Manager,4999.2,589
40,Male,Bachelor,Accountant,5084.35,327
47,Female,High School,Doctor,3065.34,489
60,Female,Bachelor,Teacher,4703.61,536
42,Female,Other,Salesperson,5223.26,320
40,Male,Master,Driver,691.43,488
37,Male,Master,Driver,1750.33,741
18,Female,Master,Unemployed,6833.79,463
64,Male,Bachelor,Student,8949.95,401
50,Male,High School,Teacher,2924.92,789
37,Female,PhD,Manager,6773.18,621
52,Male,Bachelor,Accountant,3895.68,462
31,Male,Master,Engineer,2361.78,792
50,Male,Other,Manager,2290.21,524
43,Female,Bachelor,Accountant,5342.55,563
63,Male,High School,Unemployed,7249.51,729
36,Male,High School,Accountant,500.0,446
41,Male,Bachelor,Engineer,500.0,818
38,Female,Bachelor,Unemployed,500.0,393
46,Male,Bachelor,Doctor,5783.4,617
61,Female,Master,Accountant,2434.21,645
64,Female,Master,Engineer,1355.62,438
33,Male,High School,Engineer,5392.69,517
44,Male,Master,Unemployed,4574.17,698
21,Female,High School,Accountant,7347.86,814
37,Female,Bachelor,Doctor,2054.95,423
54,Male,Other,Accountant,6231.98,636
54,Male,Bachelor,Accountant,4232.57,303
26,Female,Master,Salesperson,500.0,682
36,Male,Bachelor,Salesperson,8120.46,398
36,Female,Master,Unemployed,6239.54,764
61,Male,Master,Student,3646.34,628
31,Male,Bachelor,Salesperson,5141.56,528
52,Female,High School,Manager,3655.44,322
56,Male,PhD,Accountant,4178.84,499
27,Male,Bachelor,Accountant,5598.71,757
38,Male,High School,Teacher,6046.46,822
33,Female,Other,Salesperson,3253.0,781
18,Other,Master,Teacher,5983.23,605
30,Male,Master,Doctor,2976.85,319
35,Male,Master,Accountant,1586.14,541
43,Other,Bachelor,Teacher,500.0,510
52,Male,Bachelor,Manager,4893.63,521
57,Male,High School,Doctor,6740.26,553
52,Male,High School,Unemployed,4720.42,613
41,Female,Bachelor,Salesperson,5851.88,482
32,Male,High School,Driver,8330.85,630
37,Female,High School,Engineer,3423.44,734
48,Male,Master,Driver,928.06,337
62,Female,Bachelor,Driver,4850.07,846
42,Female,Master,Driver,5136.62,431
27,Male,Master,Unemployed,3626.81,768
56,Female,Master,Driver,4038.68,493
53,Female,Bachelor,Accountant,2283.81,764
69,Female,High School,Manager,939.38,381
39,Female,Bachelor,Accountant,4967.52,606
30,Male,Bachelor,Salesperson,890.67,626
69,Female,Bachelor,Accountant,4737.26,495
51,Female,Bachelor,Student,2138.74,833
33,Female,Bachelor,Salesperson,4204.9,319
44,Male,High School,Unemployed,4259.79,601
40,Female,Master,Driver,6451.65,361
69,Female,High School,Doctor,1411.8,789
56,Female,Master,Engineer,3659.73,439
46,Female,Master,Accountant,1012.41,601
19,Female,Master,Student,5756.98,694
65,Male,High School,Unemployed,3087.69,460
23,Male,Master,Accountant,4171.93,329
63,Female,Bachelor,Student,3042.54,687
30,Male,High School,Student,5062.62,301
19,Male,High School,Engineer,3983.46,831
60,Female,PhD,Unemployed,7260.97,789
65,Female,High School,Teacher,2383.14,446
61,Female,Bachelor,Driver,6255.1,313
62,Male,Master,Teacher,1782.36,666
37,Female,High School,Accountant,3062.05,771
36,Male,Other,Teacher,3085.47,413
63,Female,High School,Teacher,4976.3,602
49,Female,Master,Salesperson,3610.74,726
53,Male,Other,Manager,3096.78,462
66,Male,Bachelor,Driver,5360.52,376
21,Male,Master,Engineer,5374.39,505
24,Female,Master,Accountant,4620.61,654
42,Male,High School,Student,2779.16,447
40,Female,Master,Manager,9095.12,619
29,Male,Bachelor,Teacher,5341.53,329
51,Male,Bachelor,Student,2563.11,484
57,Male,High School,Accountant,1487.91,543
28,Male,Bachelor,Engineer,5034.82,725
59,Female,Master,Teacher,2222.26,831
58,Female,High School,Accountant,4350.53,343
64,Female,Master,Student,1041.97,367
29,Female,Master,Student,2222.27,604
56,Female,Bachelor,Accountant,3649.42,538
23,Male,Bachelor,Accountant,4322.89,477
61,Male,PhD,Driver,5613.06,303
26,Female,Master,Engineer,3973.11,593
20,Male,Bachelor,Engineer,6428.76,486
35,Female,Master,Driver,3642.03,766
19,Male,Bachelor,Manager,6207.24,302
47,Male,Bachelor,Student,5666.64,632
52,Male,High School,Accountant,1057.71,658
53,Male,Bachelor,Doctor,2752.0,702
34,Female,Master,Accountant,3916.28,724
27,Male,Bachelor,Accountant,500.0,338
63,Female,Master,Manager,3778.45,523
48,Male,Bachelor,Salesperson,5160.19,838
20,Female,High School,Driver,3784.75,313
69,Male,Master,Manager,4173.03,324
45,Female,Master,Unemployed,3977.85,466
45,Female,Master,Engineer,4822.94,458
67,Male,Master,Student,2186.3,510
20,Male,Master,Manager,3861.88,830
35,Male,Master,Manager,4201.55,311
25,Male,Bachelor,Manager,4749.96,356
60,Female,Master,Accountant,2652.04,469
55,Male,Master,Student,3149.95,763
67,Female,Bachelor,Doctor,500.0,431
19,Female,Bachelor,Engineer,3543.25,732
59,Male,Master,Driver,4925.94,797
68,Female,High School,Doctor,5646.75,711
59,Female,Bachelor,Manager,5303.6,674
65,Female,Master,Student,3936.88,675
44,Female,Master,Unemployed,6138.71,693
50,Female,High School,Student,3725.82,446
55,Male,Other,Salesperson,5181.04,454
19,Male,Bachelor,Driver,1843.71,428
68,Female,Bachelor,Salesperson,1513.66,803
19,Male,Bachelor,Manager,5409.75,636
38,Male,Other,Unemployed,575.47,708
49,Female,Master,Accountant,3973.14,699
33,Male,Bachelor,Driver,5130.63,763
24,Female,Bachelor,Salesperson,3826.93,823
61,Female,Master,Student,2894.51,705
50,Female,Bachelor,Doctor,4318.82,670
35,Female,Master,Engineer,3886.21,363
26,Female,Bachelor,Engineer,5888.42,510
23,Other,Master,Engineer,2581.3,761
43,Female,Master,Engineer,2170.69,844
20,Male,Master,Driver,3955.2,386
21,Other,Bachelor,Engineer,4077.09,530
33,Female,PhD,Doctor,990.79,791
40,Male,High School,Accountant,4233.57,768
56,Male,Bachelor,Driver,7615.6,304
31,Male,Bachelor,Accountant,5009.88,677
51,Female,Other,Accountant,4938.53,849
47,Male,Other,Unemployed,766.57,334
65,Female,Master,Doctor,500.0,477
29,Male,Bachelor,Accountant,3487.52,766
42,Female,Master,Student,2830.68,670
69,Male,High School,Salesperson,2078.76,670
49,Other,Bachelor,Driver,4599.23,783
58,Male,Master,Teacher,1261.07,636
51,Female,Master,Student,657.47,560
25,Female,Master,Engineer,3357.12,528
41,Female,Bachelor,Doctor,4727.64,540
18,Male,Master,Salesperson,4603.77,505
21,Male,High School,Driver,3949.54,652
48,Female,Bachelor,Engineer,2181.21,717
23,Female,Bachelor,Student,899.53,341
48,Female,Master,Accountant,2474.81,481
44,Female,Master,Engineer,5781.9,305
50,Male,Bachelor,Accountant,500.0,396
59,Female,Bachelor,Manager,5244.26,481
33,Male,Bachelor,Salesperson,5383.1,590
44,Female,Master,Student,2715.21,504
45,Female,Bachelor,Accountant,3768.31,780
67,Female,High School,Driver,4015.8,353
32,Female,Bachelor,Doctor,4048.38,747
23,Male,High School,Salesperson,3657.35,300
19,Male,Bachelor,Doctor,4004.67,538
36,Male,Bachelor,Doctor,2877.67,456
22,Male,Bachelor,Accountant,5888.95,542
21,Female,Bachelor,Salesperson,5661.88,765
58,Female,Master,Student,3326.47,824
18,Male,Other,Salesperson,3570.48,555
39,Male,Master,Doctor,500.0,820
68,Male,Bachelor,Student,2356.89,398
34,Male,Master,Teacher,3361.81,479
23,Female,High School,Accountant,6481.08,323
58,Female,Master,Doctor,6949.74,647
57,Male,Bachelor,Teacher,5498.49,745
31,Female,Bachelor,Unemployed,1200.52,390
67,Male,Bachelor,Salesperson,6203.82,753
31,Female,Bachelor,Salesperson,3780.91,701
34,Male,High School,Doctor,5915.71,359
42,Female,Bachelor,Accountant,3998.68,772
23,Female,Master,Salesperson,2900.14,420
50,Male,Master,Salesperson,4243.34,337
55,Female,Bachelor,Doctor,1932.19,380
51,Male,PhD,Salesperson,3152.1,747
42,Male,Master,Teacher,6162.43,610
54,Female,High School,Doctor,2131.87,397
62,Male,Master,Doctor,5944.5,443
32,Female,Bachelor,Salesperson,4901.33,323
38,Male,Bachelor,Teacher,1710.29,488
32,Female,Master,Teacher,2130.6,645
45,Female,Bachelor,Salesperson,7373.34,516
32,Male,PhD,Driver,6979.79,552
58,Other,Bachelor,Unemployed,1803.13,553
42,Other,High School,Salesperson,500.0,661
19,Female,High School,Engineer,3699.51,482
57,Female,Master,Student,1234.41,618
57,Male,Master,Student,4688.45,646
33,Male,Master,Unemployed,2637.45,793
43,Male,Master,Engineer,2900.75,393
20,Male,PhD,Driver,4992.94,746
62,Male,Bachelor,Student,3572.66,761
21,Male,PhD,Doctor,6345.89,425
64,Male,Bachelor,Unemployed,5556.97,428
66,Male,PhD,Teacher,3001.3,841
24,Male,Other,Teacher,7308.28,649
28,Female,Master,Driver,1708.14,607
32,Female,PhD,Doctor,1751.0,826
47,Male,Bachelor,Student,3012.95,662
27,Male,PhD,Doctor,7323.49,645
25,Female,Master,Unemployed,3222.71,693
54,Female,PhD,Engineer,4965.41,842
69,Male,PhD,Accountant,3867.28,697
35,Male,High School,Student,4815.24,689
46,Male,High School,Teacher,3550.96,457
30,Female,Bachelor,Manager,6154.65,718
21,Male,Master,Accountant,3311.81,799
34,Female,Master,Accountant,4071.33,519
39,Female,Bachelor,Teacher,4199.21,797
47,Female,Bachelor,Student,4666.17,306
62,Female,Bachelor,Manager,3455.56,474
64,Female,High School,Doctor,4381.08,695
53,Male,Master,Student,2573.49,394
44,Female,Master,Unemployed,6901.1,560
20,Female,Bachelor,Salesperson,6089.0,722
55,Male,Master,Driver,590.01,843
41,Male,High School,Unemployed,7665.51,584
60,Male,Bachelor,Salesperson,2261.1,841
49,Male,Master,Salesperson,4392.32,370
53,Other,Master,Accountant,4204.58,387
34,Male,Bachelor,Driver,967.96,571
52,Male,Bachelor,Teacher,3735.95,669
57,Female,Master,Driver,3128.2,593
21,Male,Bachelor,Accountant,500.0,402
46,Female,Bachelor,Doctor,3276.8,647
40,Female,Bachelor,Student,3704.19,575
28,Female,Bachelor,Accountant,1714.84,805
27,Other,High School,Manager,5410.87,364
61,Female,High School,Accountant,1728.88,341
52,Female,Bachelor,Unemployed,2459.75,655
33,Female,Bachelor,Teacher,500.0,607
51,Female,Bachelor,Doctor,5220.62,615
47,Female,Bachelor,Teacher,4531.35,486
42,Female,Bachelor,Unemployed,5746.74,768
50,Female,Bachelor,Accountant,743.58,553
55,Female,High School,Teacher,4637.88,737
56,Male,Other,Salesperson,2512.17,307
41,Female,Master,Manager,7122.67,721
31,Female,High School,Teacher,1174.8,598
37,Female,Master,Student,3582.88,714
56,Female,Master,Driver,6894.49,556
22,Male,Bachelor,Student,1932.82,596
33,Male,Master,Manager,5095.47,774
66,Male,Bachelor,Driver,5241.89,574
20,Male,PhD,Engineer,5551.37,619
49,Female,Master,Doctor,3670.09,800
47,Male,Bachelor,Engineer,2899.37,803
20,Female,Bachelor,Accountant,3059.64,820
37,Female,Master,Salesperson,3140.29,747
39,Other,Master,Unemployed,3997.08,594
69,Male,Bachelor,Student,6161.78,483
