Customer_ID,Age,Gender,Country,Education,Occupation,Marital_Status,Monthly_Income,Other_Income,Income_Source,Monthly_Expenses,Monthly_Savings,Emergency_Fund,Savings_Rate,Loan_Amount,Monthly_Loan_Payment,Debt_to_Income_Ratio,Bank_Balance,Mobile_Money_Balance,Number_of_Transactions,Cash_In,Cash_Out,Transfers,Airtime_Purchases,Business_Type,Monthly_Revenue,Monthly_Profit,Supplier_Payments,Invoice_Value,POS_Sales,Investment_Type,Investment_Value,Monthly_Return,Financial_Literacy_Score,Spending_Discipline,Risk_Tolerance,Saving_Consistency,Financial_Goal,Financial_Health_Score,Funding_Readiness,Investment_Readiness,Loan_Default_Risk,Predicted_Savings_12_Months,Predicted_Business_Growth,Budget_Recommendation,Loan_Eligibility,Recommended_Investment,Financial_Risk_Level
8226,52,F,Tanzania,Secondary,Trader,Married,1036638,86528,Mixed,965053,151744,609247,0.14,2867247,86017,0.08,636292,120817,103,405080,684168,219,25452,Agriculture,1231058,199772,836814,977502,757493,Stocks,719015,1602.25,76,54,Medium,56,Retirement,43.3,Not Ready,Not Ready,Low,2212936,8.6,Reduce Spending,Decline,Mutual Fund,High
8227,23,F,Zambia,Secondary,Nurse,Single,1489978,99703,Business,713965,830839,723457,0.52,1116216,33486,0.02,1277093,50115,65,778255,834181,186,2061,Agriculture,4598252,1580903,178938,2008785,3114841,Stocks,1310270,43918.63,84,39,High,20,Business Expansion,48.9,Not Ready,Not Ready,Low,10555942,5.6,Healthy,Decline,Treasury Bills,High
8228,35,M,Kenya,Primary,Engineer,Married,246511,290441,Business,292623,194250,558923,0.36,956176,28685,0.05,125851,108457,5,19824,716296,278,569,ICT,534469,165243,471499,642660,274286,Mutual Fund,964907,76010.88,30,72,Medium,23,Education,38.3,Not Ready,Not Ready,Low,2706920,9.5,Healthy,Decline,Crypto,High
8229,21,M,Uganda,Diploma,Teacher,Married,227033,31324,Salary,149385,74386,631013,0.29,2614916,78447,0.3,1489444,489594,119,536108,272640,5,20277,ICT,916537,157333,778592,565264,482014,Crypto,392486,20245.38,55,88,Medium,51,Business Expansion,45.2,Not Ready,Not Ready,Medium,1080042,-2.8,Healthy,Decline,Savings,High
8230,45,M,Uganda,Secondary,Entrepreneur,Single,982085,47225,Mixed,615327,129811,380429,0.13,2910785,87323,0.08,4288,366214,51,124548,811747,133,13372,Services,4129609,629826,185167,1635286,1703039,Treasury Bills,1040745,60948.14,33,54,High,25,Business Expansion,27.6,Not Ready,Not Ready,Low,1438876,6.9,Healthy,Decline,Crypto,High
8231,29,F,Tanzania,Primary,Civil Servant,Married,668788,197985,Business,638316,173420,930349,0.2,1988352,59650,0.07,1169660,182646,199,920522,773242,280,30210,Agriculture,4542106,1186642,1606212,1122143,3705731,Stocks,2378239,31819.06,52,50,Medium,59,Retirement,40.4,Not Ready,Not Ready,Low,2454112,1.6,Reduce Spending,Decline,Mutual Fund,High
8232,23,M,Zambia,Postgraduate,Teacher,Married,179602,91367,Business,138822,69412,66554,0.26,2608089,78242,0.29,1381011,188616,196,619429,215062,190,41006,Food,2968908,508684,1750987,2520077,2426216,Savings,1555877,108227.46,67,64,High,39,Education,41.0,Not Ready,Not Ready,Medium,1047992,7.8,Healthy,Decline,Stocks,High
8233,27,F,Ghana,Postgraduate,Teacher,Married,128773,130845,Business,178085,46612,175130,0.18,1469157,44074,0.17,1311037,328392,64,27845,690170,155,14198,Retail,2043542,165584,702720,2668151,921984,Crypto,619443,45916.13,41,89,Low,22,Emergency Fund,34.9,Not Ready,Not Ready,Low,645037,2.7,Healthy,Decline,Savings,High
8234,48,M,Nigeria,Diploma,Nurse,Single,530398,67467,Mixed,420162,85084,891969,0.14,622262,18667,0.03,1302961,105296,88,112935,357672,117,39423,Manufacturing,2118854,570606,1793324,246170,1852201,Mutual Fund,701557,31480.92,35,93,High,34,Retirement,40.4,Not Ready,Not Ready,Low,921535,9.4,Reduce Spending,Decline,Crypto,High
8235,27,M,Rwanda,Postgraduate,Nurse,Married,333514,79401,Mixed,168174,214250,92989,0.52,1910366,57310,0.14,1175262,468031,58,669582,532690,60,10061,Retail,3214153,884818,1952793,206211,2244100,Crypto,1406096,-21641.08,66,84,High,41,Business Expansion,53.9,Not Ready,Not Ready,Low,3033021,13.2,Healthy,Review,Stocks,Medium
8236,23,M,Uganda,Postgraduate,Nurse,Married,1153273,241074,Salary,712274,346247,9570,0.25,1429611,42888,0.03,1397859,90890,185,31668,98640,169,39365,Food,920738,292670,29069,231491,690785,Crypto,2854374,57148.46,77,98,Low,24,Business Expansion,53.5,Not Ready,Not Ready,Low,3845280,3.6,Healthy,Review,Crypto,Medium
8237,43,F,Zambia,Bachelor,Engineer,Married,1288816,170962,Salary,1306740,46532,741256,0.03,2836044,85081,0.06,1529462,422588,196,940490,961008,25,22550,ICT,1775194,425392,1458345,2295664,878232,Stocks,1718318,110677.39,35,42,High,20,Education,25.0,Not Ready,Not Ready,Low,633927,18.7,Reduce Spending,Decline,Crypto,High
8238,26,F,Zambia,Bachelor,Nurse,Single,1094497,265160,Mixed,852153,379991,923342,0.28,1968644,59059,0.04,545077,344579,75,24769,977383,112,25595,Agriculture,4278129,1165226,1528277,880245,2903577,Stocks,762205,45255.02,55,78,High,66,Home,49.9,Not Ready,Not Ready,Low,5477434,-4.6,Healthy,Decline,Crypto,High
8239,29,F,Uganda,Postgraduate,Trader,Single,808053,288102,Business,875954,190254,440044,0.17,786330,23589,0.02,423499,102407,166,733741,166208,106,18122,Retail,332249,73635,797535,1080087,292554,Stocks,1599374,-20532.18,84,20,Medium,80,Education,44.7,Not Ready,Not Ready,Low,2389784,-4.3,Reduce Spending,Decline,Crypto,High
8240,25,M,Rwanda,Primary,Entrepreneur,Single,467980,299078,Mixed,293308,293197,637949,0.38,1389828,41694,0.05,740981,441002,5,681783,596474,140,6182,Services,242052,40545,1759432,2932678,153786,Treasury Bills,2570450,136846.52,46,62,Low,95,Home,48.6,Not Ready,Not Ready,Low,4110009,18.5,Healthy,Decline,Savings,High
8241,22,M,Rwanda,Postgraduate,Trader,Married,381720,97604,Business,300882,74764,747369,0.16,2200626,66018,0.14,28163,416723,129,588777,211378,139,25281,Manufacturing,1865121,357017,1350756,173920,778530,Stocks,774262,2242.4,45,32,Medium,45,Business Expansion,29.9,Not Ready,Not Ready,Low,980337,7.0,Healthy,Decline,Savings,High
8242,39,F,South Africa,Primary,Civil Servant,Single,1441214,130578,Salary,1392472,75918,625457,0.05,2599028,77970,0.05,300669,149086,136,532608,59317,80,12301,Services,453535,30499,1144553,2958140,205995,Crypto,1285614,97190.59,97,79,Medium,27,Education,45.9,Not Ready,Not Ready,Low,1138984,4.8,Reduce Spending,Decline,Crypto,High
8243,34,F,Tanzania,Bachelor,Engineer,Married,1102455,171791,Salary,1121528,144771,331131,0.11,2585087,77552,0.06,1676290,494027,104,445307,417254,28,3536,Agriculture,621627,109208,72760,1344912,536371,Mutual Fund,368954,8497.68,45,74,Medium,87,Home,44.3,Not Ready,Not Ready,Low,1801160,13.9,Reduce Spending,Decline,Savings,High
8244,37,F,South Africa,Bachelor,Trader,Single,1391033,52373,Business,767050,602271,706199,0.42,1853968,55619,0.04,13331,54289,42,952342,244845,158,45075,Retail,372658,47133,582111,2411328,348503,Stocks,946747,11048.02,50,25,Medium,100,Education,43.0,Not Ready,Not Ready,Low,8698973,17.4,Healthy,Decline,Mutual Fund,High
8245,25,M,Nigeria,Bachelor,Entrepreneur,Single,940169,167654,Salary,505793,558103,819069,0.5,1864368,55931,0.05,1468298,362392,88,4200,430472,96,22961,Food,246612,16247,753353,185422,194467,Treasury Bills,2960314,12821.71,94,72,Medium,65,Emergency Fund,58.5,Not Ready,Not Ready,Low,8017084,2.5,Healthy,Review,Mutual Fund,Medium
8246,47,M,Uganda,Postgraduate,Engineer,Single,737401,201624,Business,560199,289075,863161,0.31,2184510,65535,0.07,1339680,431874,192,781636,655212,234,25966,Retail,3854262,1213427,1815408,309447,2236594,Savings,2839127,92140.12,61,44,Low,67,Retirement,45.9,Not Ready,Not Ready,Low,3301945,7.0,Healthy,Decline,Treasury Bills,High
8247,27,M,Kenya,Diploma,Civil Servant,Single,1061612,277765,Salary,850262,370212,310082,0.28,2047853,61435,0.05,1101980,38032,126,369567,204120,116,2010,ICT,1184019,362450,342871,2517207,532291,Treasury Bills,693024,52218.43,34,75,High,45,Retirement,41.4,Not Ready,Not Ready,Low,5528261,8.1,Healthy,Decline,Mutual Fund,High
8248,34,F,Rwanda,Primary,Entrepreneur,Married,1257916,19583,Salary,821574,206934,646582,0.16,2207245,66217,0.05,1690949,376076,48,702222,779710,164,36144,Manufacturing,1634479,351735,1562820,889786,1050878,Mutual Fund,1154554,15934.43,63,93,Low,69,Emergency Fund,51.7,Not Ready,Not Ready,Low,2971469,-1.7,Healthy,Review,Stocks,Medium
8249,24,M,Rwanda,Diploma,Engineer,Married,562087,5127,Salary,200844,216027,409187,0.38,2436391,73091,0.13,633777,389365,115,763089,278939,110,5740,Food,108253,17007,1023607,2691921,94667,Crypto,919792,45470.14,44,37,Low,85,Home,40.6,Not Ready,Not Ready,Low,2534545,13.5,Healthy,Decline,Stocks,High
8250,32,M,Nigeria,Bachelor,Nurse,Married,93331,230257,Salary,153376,66763,589494,0.21,2542276,76268,0.24,1426189,275455,50,557041,282382,94,17558,Manufacturing,3177573,561538,1196513,2319724,2730699,Mutual Fund,1440270,49929.54,92,45,Medium,49,Emergency Fund,44.6,Not Ready,Not Ready,Low,1027482,6.7,Healthy,Decline,Crypto,High
8251,48,F,Ghana,Postgraduate,Nurse,Single,195448,284829,Mixed,186412,179420,200137,0.37,2813041,84391,0.18,23864,192892,20,699992,201158,235,24830,Retail,4024076,709502,820958,2396499,1664185,Savings,2734841,40828.95,85,42,Low,75,Education,50.1,Not Ready,Not Ready,Low,2336355,17.6,Healthy,Review,Mutual Fund,Medium
8252,22,F,Nigeria,Bachelor,Entrepreneur,Married,403361,9069,Salary,204129,101288,445043,0.25,523953,15718,0.04,133837,393179,52,613084,619933,91,14460,ICT,2007906,660933,1314671,2402097,1457270,Treasury Bills,277100,-2461.92,96,53,Medium,81,Emergency Fund,57.8,Not Ready,Not Ready,Low,1532040,1.9,Healthy,Review,Treasury Bills,Medium
8253,31,F,Zambia,Bachelor,Engineer,Single,225024,45402,Mixed,103455,139300,944866,0.52,1992086,59762,0.22,36771,264013,28,951078,15568,56,9168,Services,113725,11864,1707324,1883625,92806,Savings,2156009,-26782.52,82,100,High,34,Emergency Fund,55.8,Not Ready,Not Ready,Low,2141378,1.6,Healthy,Review,Crypto,Medium
8254,39,M,Rwanda,Diploma,Engineer,Single,1098674,12038,Business,663305,219539,186218,0.2,295923,8877,0.01,1573257,454654,26,363560,39777,109,26636,Services,4102009,420842,1725624,2372990,1679008,Crypto,1073660,-6688.91,36,35,Low,31,Emergency Fund,26.6,Not Ready,Not Ready,Low,3188334,21.7,Healthy,Decline,Treasury Bills,High
8255,37,M,Nigeria,Postgraduate,Engineer,Married,370866,20017,Mixed,164419,83089,466205,0.21,122922,3687,0.01,1531061,159405,129,655756,544100,276,24670,Retail,610017,126456,1790413,1974946,420720,Stocks,1983152,75474.82,80,24,Low,28,Business Expansion,37.3,Not Ready,Not Ready,Low,1132006,23.5,Healthy,Decline,Savings,High
8256,56,M,Kenya,Postgraduate,Farmer,Single,1342548,36402,Mixed,1216845,67959,176054,0.05,447289,13418,0.01,1009329,360673,52,123633,571315,298,16164,Food,3843994,734767,1298638,180064,3213144,Treasury Bills,909606,55974.5,39,61,Medium,59,Home,35.5,Not Ready,Not Ready,Low,952995,12.7,Reduce Spending,Decline,Treasury Bills,High
8257,34,M,Rwanda,Primary,Farmer,Married,922311,91534,Salary,626603,178116,574492,0.18,2805787,84173,0.08,316900,348531,81,591699,212922,61,46454,Retail,2351847,361027,1571002,146399,1988339,Treasury Bills,687188,3017.68,47,97,Low,60,Business Expansion,45.9,Not Ready,Not Ready,Low,2603332,0.1,Healthy,Decline,Treasury Bills,High
8258,34,F,Rwanda,Diploma,Engineer,Married,1100554,24426,Mixed,992207,86692,848798,0.08,2916597,87497,0.08,1808809,447811,195,358469,402630,265,32343,Retail,1639614,317112,1327870,1924496,768882,Treasury Bills,234072,13257.35,34,42,Medium,92,Retirement,35.3,Not Ready,Not Ready,Low,1180550,9.3,Reduce Spending,Decline,Stocks,High
8259,21,M,Rwanda,Primary,Farmer,Single,730872,272145,Mixed,390197,273299,376182,0.27,1337274,40118,0.04,504260,264925,94,700292,810758,237,3759,ICT,1252985,217619,1535573,2326775,1083076,Mutual Fund,2153296,28512.47,40,38,High,32,Emergency Fund,30.9,Not Ready,Not Ready,Low,3767303,23.9,Healthy,Decline,Treasury Bills,High
8260,58,M,South Africa,Primary,Engineer,Single,1033149,272302,Mixed,823614,422968,869565,0.32,251407,7542,0.01,382252,104959,101,929441,24927,15,8420,Manufacturing,2012872,198395,831870,2941951,1822937,Mutual Fund,1237758,68369.24,70,37,High,86,Business Expansion,46.2,Not Ready,Not Ready,Low,4916568,15.7,Healthy,Decline,Treasury Bills,High
8261,52,M,Kenya,Bachelor,Entrepreneur,Single,892166,214330,Mixed,738635,216843,878149,0.2,458905,13767,0.01,828138,317172,103,124125,555381,68,10118,ICT,3581627,598561,1732594,1121137,2292523,Mutual Fund,2428210,170550.27,26,77,Low,47,Emergency Fund,36.1,Not Ready,Not Ready,Low,2512690,12.6,Healthy,Decline,Crypto,High
8262,25,M,Rwanda,Postgraduate,Nurse,Married,1035518,57346,Salary,795136,164495,712413,0.15,2129925,63897,0.06,685729,80470,8,612965,472335,282,36703,ICT,2118032,672804,738373,552334,1016858,Mutual Fund,1910176,8314.5,33,74,High,64,Emergency Fund,41.4,Not Ready,Not Ready,Low,2050717,3.5,Reduce Spending,Decline,Crypto,High
8263,33,M,Kenya,Bachelor,Entrepreneur,Single,752171,138823,Salary,521623,186516,468376,0.21,225287,6758,0.01,452393,468745,125,599825,656662,204,42567,Agriculture,958187,298961,1940558,83986,627004,Treasury Bills,1773293,133208.82,72,96,Low,52,Emergency Fund,55.3,Not Ready,Not Ready,Low,2018997,4.6,Healthy,Review,Crypto,Medium
8264,24,M,Tanzania,Postgraduate,Engineer,Married,220751,82284,Mixed,115283,88104,981109,0.29,983483,29504,0.1,928172,48115,154,509752,258969,223,19196,Manufacturing,3909815,1235826,300463,2061694,2622978,Stocks,1964496,118372.98,81,88,High,93,Education,62.9,Not Ready,Ready,Low,962842,-1.6,Healthy,Review,Treasury Bills,Medium
8265,60,F,South Africa,Bachelor,Farmer,Married,1150473,71413,Business,877545,293937,386365,0.24,1664096,49922,0.04,226972,485737,151,587952,586485,226,40689,Food,3333117,1019067,1512875,1780724,2974929,Mutual Fund,949047,12655.88,37,27,High,48,Home,32.4,Not Ready,Not Ready,Low,3675605,9.9,Reduce Spending,Decline,Mutual Fund,High
8266,24,M,Uganda,Secondary,Engineer,Married,282732,264385,Business,275634,248240,803882,0.45,386642,11599,0.02,552715,82345,6,142832,317713,94,40729,Retail,4138702,970278,1704442,574917,3606328,Mutual Fund,1466242,1530.48,32,96,Medium,37,Business Expansion,46.3,Not Ready,Not Ready,Low,3407366,4.3,Healthy,Decline,Mutual Fund,High
8267,31,F,Tanzania,Bachelor,Farmer,Single,334418,27583,Salary,299464,44392,646703,0.12,851795,25553,0.07,336077,260730,14,401539,750814,213,918,Manufacturing,1972322,452195,1625408,850623,1783066,Crypto,1129017,38488.35,99,50,Low,75,Emergency Fund,52.3,Not Ready,Not Ready,Low,491292,4.8,Reduce Spending,Review,Stocks,Medium
8268,44,F,Uganda,Secondary,Trader,Married,1240879,111370,Salary,709844,608789,848048,0.45,2056303,61689,0.05,454717,469101,86,696398,821515,84,3211,Food,3452631,1198171,1879982,1162360,3182444,Crypto,2753093,93284.32,73,83,Low,81,Retirement,62.4,Not Ready,Ready,Low,6817422,20.1,Healthy,Review,Stocks,Medium
8269,39,M,Ghana,Postgraduate,Trader,Single,1013192,274843,Salary,775183,216615,869150,0.17,425773,12773,0.01,1705511,217155,76,668598,301083,2,21303,Manufacturing,2225461,120241,1870984,1143118,1208325,Mutual Fund,1132300,69086.74,45,37,Medium,79,Emergency Fund,34.8,Not Ready,Not Ready,Low,2484912,0.8,Healthy,Decline,Mutual Fund,High
8270,32,F,Uganda,Bachelor,Entrepreneur,Single,1283831,260897,Salary,631974,540327,908764,0.35,522773,15683,0.01,175884,92907,30,280622,407370,52,32149,Manufacturing,4182398,741893,264869,417745,3525684,Treasury Bills,1739910,42581.63,77,88,Medium,88,Home,60.5,Not Ready,Ready,Low,7546216,12.8,Healthy,Review,Treasury Bills,Medium
8271,30,M,Rwanda,Postgraduate,Entrepreneur,Single,232368,295039,Mixed,406534,59258,293766,0.11,1196974,35909,0.07,363280,312046,168,773198,338369,286,18172,Retail,1122275,198063,1303785,1986887,497554,Savings,2475213,-13240.64,97,27,Medium,35,Business Expansion,40.0,Not Ready,Not Ready,Low,789583,6.3,Reduce Spending,Decline,Stocks,High
8272,59,M,Kenya,Postgraduate,Civil Servant,Single,114374,39193,Salary,88620,28958,391144,0.19,672327,20169,0.13,1960179,312788,193,173947,620337,260,43861,Manufacturing,3074697,906700,1642076,589142,2062176,Treasury Bills,2095991,145461.7,79,80,Low,37,Business Expansion,49.7,Not Ready,Not Ready,Low,387192,12.5,Healthy,Decline,Crypto,High
8273,40,F,Rwanda,Postgraduate,Nurse,Single,651362,254829,Business,587987,225548,114916,0.25,628946,18868,0.02,883866,37417,138,661445,201064,159,7217,Agriculture,2190444,145149,1429518,1030153,1676169,Stocks,1855835,-7964.36,55,41,Low,80,Education,40.1,Not Ready,Not Ready,Low,3249228,17.9,Healthy,Decline,Mutual Fund,High
8274,26,M,South Africa,Diploma,Nurse,Married,241012,283790,Business,304263,77400,483649,0.15,1992626,59778,0.11,1210788,369332,99,579951,464929,221,168,ICT,2095012,338651,955210,2106551,1918578,Treasury Bills,1001456,-11223.31,41,41,Medium,83,Emergency Fund,36.0,Not Ready,Not Ready,Low,935256,1.7,Healthy,Decline,Treasury Bills,High
8275,60,F,Kenya,Secondary,Entrepreneur,Single,462638,170002,Salary,476207,138247,48485,0.22,2265297,67958,0.11,1644913,298954,128,575899,43650,57,26016,Manufacturing,3622661,855049,1207550,2056463,2337586,Treasury Bills,736395,-9795.97,36,42,High,84,Education,38.0,Not Ready,Not Ready,Low,1692346,14.0,Reduce Spending,Decline,Stocks,High
8276,41,F,Rwanda,Bachelor,Engineer,Married,1193020,25293,Mixed,778218,145140,738626,0.12,884585,26537,0.02,594708,327300,92,676014,76986,206,10950,Agriculture,2167904,748296,1339088,1232490,1983198,Treasury Bills,2352291,-35036.42,83,77,High,24,Emergency Fund,48.8,Not Ready,Not Ready,Low,2073017,-2.5,Healthy,Decline,Crypto,High
8277,43,M,Kenya,Secondary,Entrepreneur,Single,1179180,262534,Mixed,738800,391586,360516,0.27,546614,16398,0.01,1266705,94665,16,591418,241208,169,46777,ICT,3898518,673671,750002,1286515,3160478,Crypto,1835606,-858.14,56,78,High,58,Education,47.1,Not Ready,Not Ready,Low,5126882,23.1,Healthy,Decline,Treasury Bills,High
8278,46,F,Rwanda,Postgraduate,Nurse,Single,1247248,256823,Mixed,789542,375856,986929,0.25,2245696,67370,0.04,1439786,408147,195,203721,541547,86,43565,Services,135743,47024,1744701,1659184,124064,Treasury Bills,2288215,74639.35,96,46,Medium,62,Home,54.0,Not Ready,Not Ready,Low,5795057,22.7,Healthy,Review,Stocks,Medium
8279,20,F,South Africa,Secondary,Teacher,Married,1293433,226492,Salary,1334036,183459,487344,0.12,956881,28706,0.02,1238238,341556,66,173223,868166,253,30671,Services,2867191,644716,432442,508962,2456131,Treasury Bills,1484476,7275.74,26,100,Medium,89,Education,46.6,Not Ready,Not Ready,Low,2194490,1.3,Reduce Spending,Decline,Mutual Fund,High
8280,39,M,Kenya,Diploma,Engineer,Married,360032,255862,Mixed,282891,332347,443465,0.54,942697,28280,0.05,962575,168380,110,788278,422545,200,35884,Services,1804939,179658,794085,2914200,774820,Crypto,1231295,-14803.45,20,44,Low,63,Business Expansion,35.5,Not Ready,Not Ready,Low,3878179,17.0,Healthy,Decline,Crypto,High
8281,33,F,South Africa,Diploma,Civil Servant,Single,1445495,258193,Salary,857775,621910,818791,0.37,705416,21162,0.01,519792,341832,59,152868,473713,154,16512,ICT,2557136,439118,1700796,1591346,1930515,Savings,2733198,204834.67,38,64,Low,46,Business Expansion,39.8,Not Ready,Not Ready,Low,8125035,18.9,Healthy,Decline,Stocks,High
8282,33,M,Tanzania,Diploma,Nurse,Married,1467226,263391,Mixed,1259696,378881,490046,0.22,1657632,49728,0.03,998859,267821,191,565054,897118,146,19892,Retail,1353841,152678,204239,1091668,661693,Crypto,1413670,110678.84,74,21,Medium,31,Emergency Fund,33.7,Not Ready,Not Ready,Low,5053682,8.9,Reduce Spending,Decline,Crypto,High
8283,33,F,Kenya,Bachelor,Civil Servant,Single,109220,155341,Salary,218460,24661,67763,0.09,2593584,77807,0.29,559613,345370,133,284597,93511,123,11650,Manufacturing,2642462,392197,373088,1917832,1928474,Crypto,2428867,126269.15,31,26,Low,70,Emergency Fund,25.4,Not Ready,Not Ready,Medium,294308,13.7,Reduce Spending,Decline,Mutual Fund,High
8284,45,F,Rwanda,Primary,Entrepreneur,Married,1325620,192393,Salary,882025,336420,818029,0.22,1785348,53560,0.04,1316752,409226,9,403720,752964,31,39184,Services,4914078,1333304,729788,1454655,3293133,Stocks,1325598,5957.23,82,45,Medium,80,Business Expansion,51.0,Not Ready,Not Ready,Low,3634781,23.8,Healthy,Review,Crypto,Medium
8285,22,M,Ghana,Postgraduate,Farmer,Single,131829,263650,Business,269193,100772,192491,0.25,1083609,32508,0.08,1944047,157737,155,191459,141104,143,27020,Retail,2448538,603956,1223220,559823,1561833,Stocks,1629115,120756.36,58,22,Low,42,Education,34.4,Not Ready,Not Ready,Low,1563052,17.3,Healthy,Decline,Savings,High
8286,22,M,Uganda,Postgraduate,Nurse,Single,1070769,111943,Business,702490,417015,382768,0.35,1484705,44541,0.04,794218,135581,157,88533,696520,39,47860,ICT,710844,213403,784904,1362940,439713,Savings,1567128,-17395.47,79,60,Low,77,Retirement,56.0,Not Ready,Not Ready,Low,5880211,7.8,Healthy,Review,Treasury Bills,Medium
8287,21,F,Nigeria,Primary,Entrepreneur,Single,1326578,282667,Salary,1396098,76268,400417,0.05,2989692,89690,0.06,1440162,488728,135,378041,689444,232,6250,Services,3476017,1093723,393437,964251,3246496,Treasury Bills,2348556,153750.44,42,35,High,69,Home,34.5,Not Ready,Not Ready,Low,948252,21.8,Reduce Spending,Decline,Mutual Fund,High
8288,34,F,Uganda,Diploma,Farmer,Married,1344104,553,Salary,507891,417070,213465,0.31,1405161,42154,0.03,1519372,29646,116,671583,605147,145,22963,Manufacturing,1504476,120436,1705098,1756294,1366391,Mutual Fund,920016,66940.13,44,70,High,88,Emergency Fund,45.7,Not Ready,Not Ready,Low,4640117,13.1,Healthy,Decline,Mutual Fund,High
8289,25,M,Zambia,Diploma,Teacher,Married,1219094,298172,Business,892648,431143,899902,0.28,2515455,75463,0.05,1774663,127002,5,953837,716569,79,21062,Manufacturing,4845371,755828,1484422,2062285,2242329,Crypto,93896,7333.32,28,67,High,99,Emergency Fund,43.6,Not Ready,Not Ready,Low,5694882,-1.4,Healthy,Decline,Treasury Bills,High
8290,51,F,Kenya,Secondary,Civil Servant,Single,519566,254860,Mixed,391179,260647,139593,0.34,824356,24730,0.03,251319,47994,180,592913,102215,89,39758,Retail,1287860,365673,653919,468653,779009,Crypto,2959794,-33780.76,100,64,High,56,Home,58.3,Not Ready,Not Ready,Low,3573500,16.1,Healthy,Review,Treasury Bills,Medium
8291,35,M,Uganda,Primary,Nurse,Married,745482,18425,Business,295920,252364,880325,0.33,2398636,71959,0.09,132857,450474,43,23597,931510,80,38768,ICT,402185,93098,1279493,877876,379421,Crypto,1917276,101854.49,36,70,Low,76,Emergency Fund,44.7,Not Ready,Not Ready,Low,2730144,6.9,Healthy,Decline,Savings,High
8292,22,F,Uganda,Diploma,Nurse,Single,718137,56915,Salary,553424,203011,374482,0.26,909179,27275,0.04,141800,433928,86,490059,104815,84,33333,Retail,1518162,442294,1327903,1870950,850742,Stocks,362624,19378.5,77,41,Medium,45,Emergency Fund,44.9,Not Ready,Not Ready,Low,2974444,2.6,Reduce Spending,Decline,Stocks,High
8293,26,M,Tanzania,Primary,Farmer,Married,623458,265513,Salary,537894,219364,601256,0.25,1109823,33294,0.04,776051,23255,26,973513,341428,205,16841,ICT,4663179,251144,440185,247893,2384318,Stocks,1742438,3627.74,83,84,Low,35,Emergency Fund,48.4,Not Ready,Not Ready,Low,2983459,20.2,Healthy,Decline,Crypto,High
8294,43,M,Zambia,Diploma,Nurse,Single,1050719,134875,Mixed,813878,183900,829399,0.16,1316293,39488,0.03,760836,191005,125,956281,417062,6,16968,Retail,4955457,1528130,1076911,624759,3069393,Treasury Bills,2459921,11863.31,96,93,Medium,49,Emergency Fund,58.9,Not Ready,Not Ready,Low,2739988,22.5,Healthy,Review,Stocks,Medium
8295,20,F,Rwanda,Diploma,Engineer,Single,765895,124013,Salary,558442,148228,324273,0.17,653021,19590,0.02,1820878,237617,101,914884,74876,110,32357,Retail,742886,46415,1393846,2039997,425720,Savings,1423041,-11350.73,42,42,Low,90,Business Expansion,36.8,Not Ready,Not Ready,Low,1614528,3.2,Healthy,Decline,Treasury Bills,High
8296,53,F,Zambia,Diploma,Engineer,Single,230736,89930,Salary,218618,60713,690215,0.19,459971,13799,0.04,212669,267785,38,440790,128067,216,41716,Retail,2177590,731167,1354046,1882829,1364395,Stocks,1125735,66941.44,52,42,Medium,31,Emergency Fund,36.2,Not Ready,Not Ready,Low,859545,17.3,Healthy,Decline,Crypto,High
8297,40,F,Kenya,Diploma,Engineer,Single,335904,36288,Mixed,263342,61023,90826,0.16,847908,25437,0.07,560979,396342,153,896915,285453,200,2966,Agriculture,2349159,161179,459612,1276040,2153151,Mutual Fund,1568121,12833.31,26,93,High,61,Education,38.2,Not Ready,Not Ready,Low,776293,17.7,Reduce Spending,Decline,Stocks,High
8298,39,M,Tanzania,Bachelor,Trader,Married,942481,212054,Mixed,1013063,42935,31248,0.04,1303619,39108,0.03,416466,411024,43,396609,180948,210,10620,Agriculture,862579,157344,1484252,811105,605606,Mutual Fund,46466,1943.46,58,92,Low,42,Emergency Fund,43.3,Not Ready,Not Ready,Low,463902,18.7,Reduce Spending,Decline,Savings,High
8299,23,F,Zambia,Postgraduate,Nurse,Married,825716,182235,Salary,379919,486340,548111,0.48,2974401,89232,0.09,1674601,141736,51,327677,318757,231,322,Food,1908877,191273,738510,2065494,1486275,Treasury Bills,1480471,38962.76,75,26,Medium,93,Home,48.7,Not Ready,Not Ready,Low,5687845,21.8,Healthy,Decline,Mutual Fund,High
8300,40,F,Ghana,Postgraduate,Farmer,Married,488234,202105,Mixed,419820,139132,649516,0.2,2464172,73925,0.11,507145,293016,18,915116,264941,18,35707,ICT,1738642,602328,1094434,1750054,1531820,Savings,1903291,106743.2,79,25,Medium,27,Emergency Fund,38.7,Not Ready,Not Ready,Low,1787671,4.1,Healthy,Decline,Stocks,High
8301,32,F,Rwanda,Bachelor,Nurse,Married,579748,294354,Salary,633805,111383,483549,0.13,243419,7302,0.01,56634,403256,6,814509,227443,217,21442,ICT,2604951,856332,1000212,1964289,1087996,Savings,536996,4572.48,64,64,Medium,92,Home,51.6,Not Ready,Not Ready,Low,1689337,-0.5,Reduce Spending,Review,Mutual Fund,Medium
